pl_name,discoverymethod,disc_facility,pl_rade,pl_eqt,pl_orbsmax,st_teff,st_lum
"HD 21520 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.31463000,632.00,0.1726000000,5871.00,0.06595
"HD 21749 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",0.92689828,933.07,0.0695000000,4634.27,-0.68620
"HD 219134 b","Radial Velocity","Roque de los Muchachos Observatory",1.47217724,965.21,0.0386950000,4761.10,-0.57741
"HD 219134 c","Radial Velocity","Roque de los Muchachos Observatory",1.47005000,762.30,0.0652500000,4761.10,-0.57741
"HD 219134 d","Radial Velocity","Roque de los Muchachos Observatory",1.61000000,410.50,0.2370000000,4699.00,-0.57741
"HD 219134 f","Radial Velocity","Multiple Observatories",1.31000000,522.60,0.1463000000,4699.00,-0.57741
"HD 219666 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.62662792,1091.23,0.0837800000,5545.00,
"HD 221416 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",7.81666588,1314.67,,5105.00,
"HD 224018 b","Radial Velocity","Roque de los Muchachos Observatory",0.91000000,968.00,0.0952000000,5784.00,0.12385
"HD 224018 c","Transit","K2",2.42000000,641.00,0.2170000000,5784.00,0.12385
"HD 224018 d","Transit","K2",2.40000000,411.00,0.5300000000,5784.00,0.12385
"HD 22946 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.60700000,546.00,0.2958000000,6169.00,
"HD 23472 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.96067174,678.70,0.1162000000,4748.50,-0.62525
"HD 23472 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.73624474,479.35,0.1646000000,4748.50,-0.62525
"HD 23472 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",0.75379400,882.00,0.0429800000,4748.50,-0.62525
"HD 23472 e","Transit","Transiting Exoplanet Survey Satellite (TESS)",0.87352797,831.07,0.0680000000,4748.50,-0.62525
"HD 23472 f","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.10031184,724.50,0.0906000000,4748.50,-0.62525
"HD 235088 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.03247807,763.98,0.0715000000,5062.67,-0.42745
"HD 25463 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.67061742,1229.40,0.0760000000,6303.62,0.47276
"HD 25463 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.39909734,1626.61,0.0439000000,6303.62,0.47276
"HD 260655 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.25663000,655.50,0.0293300000,3805.00,-1.43997
"HD 260655 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.71451000,575.00,0.0474900000,3805.00,-1.43997
"HD 2685 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",16.61808000,1888.00,0.0568000000,6844.50,0.66839
"HD 28109 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.48282098,850.73,0.1357000000,6210.00,0.43297
"HD 28109 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.32248145,608.29,0.3080000000,6210.00,0.43297
"HD 28109 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.26530342,529.40,0.4110000000,6210.00,0.43297
"HD 3167 b","Transit","K2",1.63800000,1741.17,0.0180250000,5334.33,-0.27003
"HD 3167 c","Transit","K2",2.89716667,536.50,0.1801500000,5334.33,-0.27003
"HD 332231 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.72987868,894.10,0.1443000000,6114.00,0.30664
"HD 35843 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.50403477,473.73,0.2500000000,5705.00,-0.12494
"HD 5278 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.37316163,892.47,0.1202000000,6249.35,0.28035
"HD 56414 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.32910884,1449.45,0.2290000000,8354.00,1.15806
"HD 6061 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.35641186,1137.77,0.0595000000,5937.33,0.05538
"HD 63433 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.19722901,913.15,0.0720000000,5627.04,-0.12179
"HD 63433 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.61590644,641.05,0.1460000000,5627.04,-0.12179
"HD 63433 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.07300000,1040.00,0.0503000000,5688.00,-0.12494
"HD 63935 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.86060748,866.74,0.0830000000,5535.75,-0.10632
"HD 63935 c","Radial Velocity","Multiple Observatories",2.98851853,641.73,0.1480000000,5535.75,-0.10632
"HD 73344 b","Transit","K2",2.89366733,870.33,0.1310000000,6157.19,
"HD 73583 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.68506250,695.67,0.0641166667,4574.75,-0.74425
"HD 73583 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.37262333,505.93,0.1237500000,4596.00,-0.74425
"HD 77946 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.89686248,1139.35,0.0730000000,6015.00,0.30878
"HD 80606 b","Radial Velocity","Multiple Observatories",11.24262700,405.00,0.4564000000,5574.00,
"HD 80653 b","Transit","K2",1.61192087,2382.47,0.0166100000,5934.50,
"HD 86226 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.14413500,1358.00,0.0490000000,5883.00,0.07188
"HD 88986 b","Radial Velocity","Haute-Provence Observatory",2.49000000,460.00,0.5800000000,5861.00,
"HD 89345 b","Transit","K2",7.12346631,1062.30,0.1077000000,5576.50,0.40463
"HD 93963 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.45208456,1936.74,0.0207300000,5939.00,0.08306
"HD 93963 A c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.11366686,1233.15,0.0476950000,5939.00,0.08306
"HD 95338 b","Radial Velocity","Las Campanas Observatory",4.13546333,463.33,0.2705000000,5193.50,-0.30980
"HD 97658 b","Radial Velocity","W. M. Keck Observatory",2.26580000,738.67,0.0800000000,5167.33,-0.45235
"HIP 113103 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.82900000,721.00,0.0689900000,4930.00,
"HIP 113103 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.04104500,803.00,0.1047900000,4845.00,
"HIP 116454 b","Transit","K2",2.53071750,708.05,0.0824833333,5059.93,-0.47314
"HIP 29442 c","Radial Velocity","Paranal Observatory",1.56550000,1170.00,0.0443900000,5289.00,-0.15490
"HIP 29442 d","Radial Velocity","Paranal Observatory",1.45400000,959.00,0.0661000000,5289.00,-0.15490
"HIP 41378 b","Transit","K2",2.51908500,935.50,,6336.16,
"HIP 41378 c","Transit","K2",2.51340243,726.75,,6336.16,
"HIP 41378 d","Transit","K2",3.54000000,367.00,,6320.00,
"HIP 41378 e","Transit","K2",4.92000000,335.00,,6320.00,
"HIP 41378 f","Transit","K2",9.20000000,294.00,,6320.00,
"HIP 65 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.33528117,1365.98,0.0178200000,4538.00,-0.67799
"HIP 65426 b","Imaging","Paranal Observatory",16.81350000,1500.00,92.0000000000,8840.00,
"HIP 67522 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.80006361,1155.27,0.0747500000,5734.67,0.24304
"HIP 67522 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",7.93595834,917.00,0.1228000000,5675.00,0.24304
"HIP 8152 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.39328952,879.87,0.0925000000,5644.00,-0.08040
"HIP 8152 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.32834932,750.05,0.1385000000,5644.00,-0.08040
"HIP 94235 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.00201902,1020.73,0.0787000000,5988.20,
"HIP 9618 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.84853532,762.32,0.1442666667,5608.39,-0.07160
"HIP 9618 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.34881981,500.55,0.2679666667,5608.39,-0.07160
"HIP 97166 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.61964793,647.22,0.0900000000,5180.00,-0.32514
"HR 2562 b","Imaging","Gemini Observatory",12.44199000,1200.00,20.3000000000,,
"HR 858 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.95347000,1509.33,0.0484400000,6287.77,0.36716
"HR 858 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.10325782,1277.91,0.0680500000,6287.77,0.36716
"HR 858 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.08015549,1035.76,0.1036500000,6287.77,0.36716
"HR 8799 b","Imaging","Gemini Observatory",6.72540000,1200.00,,7204.58,0.73347
"HR 8799 c","Imaging","Gemini Observatory",11.20900000,1200.00,,7204.58,0.73347
"HR 8799 d","Imaging","W. M. Keck Observatory",10.08810000,1300.00,,7204.58,0.73347
"HR 8799 e","Imaging","W. M. Keck Observatory",11.60131500,1225.00,16.4000000000,7302.29,0.73347
"IRAS 04125+2902 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.89889695,750.51,0.0770000000,3691.50,-0.33161
"K2-10 b","Transit","K2",3.84650000,676.00,0.1374000000,5590.00,
"K2-100 b","Transit","K2",3.58689800,1572.80,0.0339666667,6078.50,
"K2-101 b","Transit","K2",2.00000000,618.00,0.1124000000,4927.00,
"K2-104 b","Transit","K2",1.79000000,798.00,0.0242000000,3712.00,
"K2-105 b","Transit","K2",3.45201750,876.25,0.0814500000,5471.02,
"K2-107 b","Transit","K2",16.06048000,1714.50,0.0477500000,6045.50,
"K2-108 b","Transit","K2",5.31881666,1407.33,0.0577000000,5510.75,
"K2-11 b","Transit","K2",7.55000000,734.00,0.2257000000,5433.00,
"K2-110 b","Transit","K2",2.57550000,606.00,0.1022900000,4959.50,
"K2-111 b","Transit","K2",1.68525000,1232.50,0.0583666667,5778.00,0.27875
"K2-113 b","Transit","K2",11.40342333,1137.33,0.0600000000,5640.13,0.00860
"K2-114 b","Transit","K2",10.72443482,695.31,0.0950980000,4992.67,-0.44430
"K2-115 b","Transit","K2",11.69992292,647.25,0.1404000000,5707.25,-0.10791
"K2-117 b","Transit","K2",2.24058874,862.35,0.0189000000,3733.50,
"K2-117 c","Transit","K2",2.06000000,537.00,0.0492000000,3778.00,
"K2-119 b","Transit","K2",2.53000000,666.00,0.0698000000,4740.00,
"K2-12 b","Transit","K2",2.38500000,1014.50,0.0797000000,5736.00,
"K2-121 b","Transit","K2",7.42099750,778.00,0.0577000000,4607.95,
"K2-122 b","Transit","K2",1.18500000,791.50,0.0329000000,4018.00,
"K2-123 b","Transit","K2",2.76000000,338.00,0.1649000000,4035.00,
"K2-124 b","Transit","K2",2.96500000,443.50,0.0500000000,3565.00,
"K2-126 b","Transit","K2",1.97000000,601.00,0.0656000000,4339.00,
"K2-127 b","Transit","K2",9.90381541,933.15,0.0411000000,4805.50,
"K2-13 b","Transit","K2",1.89000000,511.00,0.2114000000,5698.00,
"K2-131 b","Transit","K2",1.84139395,2097.67,0.0094300000,5164.67,
"K2-132 b","Transit","K2",10.61770550,1369.00,0.0916000000,4905.50,0.94349
"K2-133 d","Transit","K2",2.46843000,734.00,,3798.00,
"K2-133 e","Transit","K2",1.73000000,296.00,0.1346000000,3655.00,-1.47886
"K2-136 b","Transit","K2",1.00200000,581.50,0.0707000000,4499.50,-0.78216
"K2-136 c","Transit","K2",3.21250000,517.67,0.1185000000,4409.87,-0.78216
"K2-136 d","Transit","K2",1.50750000,396.50,0.1538000000,4499.50,-0.78216
"K2-137 b","Transit","K2",0.89000000,1471.00,0.0058000000,3492.00,
"K2-138 b","Transit","K2",1.49000000,1157.00,0.0338000000,5283.00,
"K2-138 c","Transit","K2",2.26000000,1012.00,0.0442000000,5283.00,
"K2-138 d","Transit","K2",2.46000000,888.00,0.0575000000,5283.00,
"K2-138 e","Transit","K2",3.20998500,775.50,0.0792000000,5282.00,
"K2-138 f","Transit","K2",2.73000000,653.00,0.1064000000,5283.00,
"K2-138 g","Transit","K2",3.18000000,445.00,0.2287000000,5283.00,
"K2-139 b","Transit","K2",9.08343600,544.50,0.1793000000,5355.00,
"K2-14 b","Transit","K2",4.81000000,488.00,0.0627000000,3789.00,
"K2-140 b","Transit","K2",12.60438795,811.42,0.0652666667,5664.00,-0.04915
"K2-141 b","Transit","K2",1.56609667,2117.67,0.0073150000,4473.33,
"K2-141 c","Transit","K2",7.00000000,695.00,0.0683000000,4570.00,
"K2-146 b","Transit","K2",2.15000000,534.00,0.0259000000,3398.00,
"K2-147 b","Transit","K2",1.47286006,1077.00,0.0157500000,3690.00,-1.25181
"K2-15 b","Transit","K2",2.48000000,676.00,0.0910000000,5131.00,
"K2-151 b","Transit","K2",1.49000000,566.00,0.0373000000,3695.00,
"K2-152 b","Transit","K2",2.29000000,337.00,0.1716000000,4044.00,
"K2-153 b","Transit","K2",2.00000000,497.00,0.0614000000,3845.00,
"K2-154 b","Transit","K2",1.99000000,715.00,0.0405000000,4097.00,
"K2-154 c","Transit","K2",2.07000000,552.00,0.0677000000,4097.00,
"K2-155 b","Transit","K2",1.80000000,708.00,0.0562000000,4258.00,
"K2-155 c","Transit","K2",2.40494195,516.88,0.0946000000,4075.74,
"K2-155 d","Transit","K2",1.90000000,381.00,0.1937000000,4258.00,
"K2-156 b","Transit","K2",1.15000000,1347.00,0.0149000000,4597.00,
"K2-157 b","Transit","K2",0.93500000,2432.00,0.0096200000,5334.00,
"K2-158 b","Transit","K2",2.64000000,794.00,0.0887000000,5503.00,
"K2-158 c","Transit","K2",1.28000000,948.00,0.0622000000,5503.00,
"K2-159 b","Transit","K2",2.26000000,684.00,0.1013000000,5425.00,
"K2-16 b","Transit","K2",2.07500000,684.00,0.0664500000,4751.50,
"K2-16 c","Transit","K2",2.34000000,504.00,0.1224500000,4751.50,
"K2-162 b","Transit","K2",1.44000000,631.00,0.0795000000,4842.00,
"K2-165 d","Transit","K2",3.19087767,629.38,,5141.67,
"K2-166 b","Transit","K2",2.19000000,1140.00,0.0858000000,5960.00,
"K2-167 b","Transit","K2",2.24521057,1146.83,0.0947000000,6133.88,0.47133
"K2-168 b","Transit","K2",1.86000000,766.35,,5502.70,
"K2-17 b","Transit","K2",2.23000000,487.00,0.1190000000,4320.00,
"K2-174 b","Transit","K2",2.94354342,459.51,0.1260000000,4350.90,
"K2-178 b","Transit","K2",3.54381082,840.29,,5888.00,
"K2-18 b","Transit","K2",2.43243823,264.56,0.1485250000,3464.50,-1.59688
"K2-180 b","Transit","K2",2.65886147,737.14,0.0748250000,5278.83,-0.41341
"K2-181 b","Transit","K2",2.78862404,975.33,0.0710000000,5552.00,-0.04431
"K2-182 b","Transit","K2",2.76036267,993.56,0.0522850000,5142.64,-0.40950
"K2-183 c","Transit","K2",2.87000000,787.00,0.0932000000,5519.00,
"K2-183 d","Transit","K2",2.86000000,615.00,0.1527000000,5519.00,
"K2-184 b","Transit","K2",1.51000000,556.50,0.1457000000,5232.50,
"K2-185 b","Transit","K2",1.15000000,809.00,,5788.00,
"K2-185 c","Transit","K2",2.39000000,477.00,,5788.00,
"K2-187 b","Transit","K2",1.30000000,1815.00,0.0164000000,5484.00,
"K2-187 c","Transit","K2",1.80000000,1173.00,0.0392000000,5484.00,
"K2-187 d","Transit","K2",3.17000000,865.00,0.0720000000,5484.00,
"K2-187 e","Transit","K2",2.38000000,698.00,0.1106000000,5484.00,
"K2-188 b","Transit","K2",1.35000000,1692.00,0.0289000000,5977.00,
"K2-188 c","Transit","K2",2.76944500,1055.50,0.0785000000,5941.95,
"K2-189 b","Transit","K2",1.46150000,1200.00,0.0361000000,5480.50,
"K2-189 c","Transit","K2",2.40500000,874.50,0.0680000000,5480.50,
"K2-19 b","Transit","K2",7.00661571,837.14,0.0741233333,5388.60,
"K2-19 c","Transit","K2",4.28750000,742.50,0.0972666667,5405.25,
"K2-19 d","Transit","K2",1.09800000,1217.33,0.0345900000,5367.33,
"K2-192 b","Transit","K2",1.52000000,939.00,0.0490000000,5222.00,
"K2-193 b","Transit","K2",3.95000000,739.00,0.1184000000,5817.00,
"K2-195 b","Transit","K2",3.13000000,720.00,0.1208000000,5713.00,
"K2-197 b","Transit","K2",2.56000000,848.00,0.0806000000,5667.00,
"K2-198 b","Transit","K2",4.18900000,715.80,,5212.90,
"K2-198 c","Transit","K2",1.42300000,1229.90,,5212.90,
"K2-198 d","Transit","K2",2.43800000,943.20,,5212.90,
"K2-199 b","Transit","K2",2.12763481,806.33,0.0383500000,4549.00,-0.73283
"K2-199 c","Transit","K2",2.76666667,662.00,0.0665000000,4548.67,-0.73283
"K2-203 b","Transit","K2",1.26549392,738.40,0.0824000000,5026.00,-0.47237
"K2-204 b","Transit","K2",3.17214154,1148.00,0.0738000000,5783.00,0.19866
"K2-208 b","Transit","K2",1.67462172,1122.00,0.0487800000,5500.00,-0.20135
"K2-21 b","Transit","K2",1.59000000,500.00,0.0731000000,4043.00,
"K2-21 c","Transit","K2",1.92000000,420.00,0.1026000000,4043.00,
"K2-211 b","Transit","K2",1.33162691,1873.00,0.0141900000,5117.00,-0.38300
"K2-212 b","Transit","K2",2.67187995,547.07,0.0785000000,4209.50,
"K2-214 b","Transit","K2",2.47000000,1003.50,0.0834000000,5864.50,
"K2-216 b","Transit","K2",1.70776250,1018.75,0.0289000000,4549.50,-0.72125
"K2-22 b","Transit","K2",2.50000000,2100.00,0.0088000000,3830.00,
"K2-220 b","Transit","K2",2.38000000,759.50,0.1104000000,5636.00,
"K2-222 b","Transit","K2",2.38554396,822.20,0.1201000000,5991.00,0.12710
"K2-223 b","Transit","K2",0.89000000,2271.00,0.0127000000,5835.00,
"K2-223 c","Transit","K2",1.57000000,1091.00,0.0549000000,5835.00,
"K2-224 b","Transit","K2",1.56000000,1002.00,0.0516000000,5620.00,
"K2-224 c","Transit","K2",2.41000000,764.00,0.0886000000,5620.00,
"K2-225 b","Transit","K2",3.54964589,912.50,0.1374500000,5631.00,0.38202
"K2-226 b","Transit","K2",1.53949653,1153.50,0.0411250000,5356.00,-0.25337
"K2-228 b","Transit","K2",1.21000000,914.00,0.0338000000,4715.00,
"K2-229 b","Transit","K2",1.18800000,1847.00,0.0129940000,5221.00,
"K2-229 c","Transit","K2",2.06333333,759.00,0.0763350000,5221.00,
"K2-230 b","Transit","K2",1.96000000,1529.00,0.0409000000,5945.00,
"K2-232 b","Transit","K2",11.94604067,1067.33,0.1013300000,6007.67,0.22724
"K2-233 b","Transit","K2",1.35200000,1096.00,0.0330600000,4926.33,-0.52288
"K2-233 c","Transit","K2",1.29600000,770.67,0.0666433333,4926.33,-0.52288
"K2-233 d","Transit","K2",2.45366667,510.00,0.1521800000,4926.33,-0.52288
"K2-237 b","Transit","K2",17.17178736,1792.68,0.0358500000,6299.00,0.33713
"K2-238 b","Transit","K2",14.57170000,1587.00,0.0460000000,5630.00,
"K2-239 b","Transit","K2",1.10000000,502.00,0.0441000000,3420.00,-1.79588
"K2-239 c","Transit","K2",1.00000000,427.00,0.0576000000,3420.00,-1.79588
"K2-239 d","Transit","K2",1.10000000,399.00,0.0685000000,3420.00,-1.79588
"K2-24 b","Transit","K2",5.63666667,720.67,0.1541000000,5703.67,0.15836
"K2-24 c","Transit","K2",7.80666667,569.33,0.2470500000,5703.67,0.15836
"K2-240 b","Transit","K2",2.00000000,586.00,0.0513000000,3810.00,-1.27572
"K2-240 c","Transit","K2",1.80000000,389.00,0.1159000000,3810.00,-1.27572
"K2-241 b","Transit","K2",2.55000000,507.00,0.1567000000,5262.00,
"K2-242 b","Transit","K2",2.54000000,416.00,0.0494000000,3459.00,
"K2-243 b","Transit","K2",2.17000000,1035.00,0.1087000000,6570.00,
"K2-243 c","Transit","K2",2.01000000,801.00,0.1817000000,6570.00,
"K2-244 b","Transit","K2",1.75000000,638.00,0.1418000000,5677.00,
"K2-245 b","Transit","K2",3.50500000,846.00,0.0959000000,5867.50,
"K2-246 b","Transit","K2",3.49000000,977.00,0.0602000000,5610.00,
"K2-247 b","Transit","K2",2.12000000,979.00,0.0304000000,4667.00,
"K2-247 c","Transit","K2",2.19000000,688.00,0.0615000000,4667.00,
"K2-248 b","Transit","K2",2.57000000,886.00,0.0699000000,5528.00,
"K2-249 b","Transit","K2",2.79000000,1061.00,0.1151000000,6504.00,
"K2-25 b","Transit","K2",3.82415966,470.91,0.0287000000,3205.50,-2.08831
"K2-250 b","Transit","K2",2.57628666,980.50,0.0459800000,5087.50,-0.44491
"K2-251 b","Transit","K2",2.35000000,437.00,0.0694000000,3717.00,
"K2-252 b","Transit","K2",1.74000000,639.00,0.1041000000,5152.00,
"K2-253 b","Transit","K2",12.81639393,1176.71,0.0506000000,5672.50,
"K2-254 b","Transit","K2",1.63000000,791.00,0.0448000000,4629.00,
"K2-254 c","Transit","K2",2.19000000,551.00,0.0923000000,4629.00,
"K2-255 b","Transit","K2",2.90000000,1034.00,0.0274000000,4676.00,
"K2-257 b","Transit","K2",0.83000000,789.00,0.0216000000,3725.00,
"K2-258 b","Transit","K2",3.00000000,831.00,0.1490000000,6351.00,
"K2-259 b","Transit","K2",2.32000000,795.00,0.1271000000,6059.00,
"K2-26 b","Transit","K2",3.11034476,267.13,0.0962000000,3734.00,-1.30980
"K2-260 b","Transit","K2",18.20320776,2006.67,0.0421600000,6567.33,0.78817
"K2-261 b","Transit","K2",9.73572104,1016.67,0.1056750000,5456.78,0.34288
"K2-263 b","Transit","K2",2.44433333,474.00,0.2573000000,5368.00,-0.25964
"K2-264 b","Transit","K2",2.25050000,492.50,0.0502300000,3620.00,-1.48149
"K2-264 c","Transit","K2",2.71900000,328.50,0.1128300000,3620.00,-1.48149
"K2-265 b","Transit","K2",1.68037783,1288.80,0.0335900000,5416.33,-0.18243
"K2-266 b","Transit","K2",3.30000000,1515.00,0.0130600000,4285.00,-0.82333
"K2-266 c","Transit","K2",0.70500000,664.50,0.0679000000,4285.00,-0.82333
"K2-266 d","Transit","K2",3.05394202,525.62,0.1035000000,4323.50,-0.82333
"K2-266 e","Transit","K2",3.13917166,478.52,0.1249000000,4323.50,-0.82333
"K2-268 b","Transit","K2",1.45500000,1128.50,0.0308000000,5087.00,
"K2-268 c","Transit","K2",2.69000000,692.00,0.0819000000,5087.00,
"K2-268 d","Transit","K2",1.49000000,888.00,,5106.00,
"K2-268 e","Transit","K2",1.33000000,801.00,,5106.00,
"K2-268 f","Transit","K2",2.23000000,492.00,,5106.00,
"K2-269 b","Transit","K2",1.57000000,1429.00,0.0531000000,6209.00,
"K2-27 b","Transit","K2",5.01741250,923.50,0.0670200000,5286.75,
"K2-270 b","Transit","K2",1.38000000,1203.00,0.0247000000,4877.00,
"K2-270 c","Transit","K2",2.95000000,848.00,0.0497000000,4877.00,
"K2-271 b","Transit","K2",7.10119553,880.22,0.0770000000,5594.65,
"K2-272 b","Transit","K2",3.02000000,701.00,0.1044000000,5408.00,
"K2-273 b","Transit","K2",3.73500000,760.50,0.0851500000,5180.50,
"K2-274 b","Transit","K2",2.14000000,622.00,0.1014000000,5054.50,
"K2-275 b","Transit","K2",2.36149421,993.28,0.0338500000,4812.20,
"K2-275 c","Transit","K2",2.52204184,658.78,0.0815500000,4812.20,
"K2-276 b","Transit","K2",3.77000000,583.00,0.1291000000,5139.00,
